flight_number,airline_name,departure_airport,departure_city,departure_country,departure_time,arrival_airport,arrival_city,arrival_country,duration_hours
LH9851,Lufthansa,Frankfurt Airport,Frankfurt,Germany,4:44 AM,Charles de Gaulle,Paris,France,6.18
AM6142,Aeroméxico,Benito Juárez International,Mexico City,Mexico,1:15 AM,O'Hare International,Chicago,USA,8.43
SA7036,South African Airways,O.R. Tambo International,Johannesburg,South Africa,6:35 PM,Charles de Gaulle,Paris,France,19.92
NH1897,All Nippon Airways,Haneda,Tokyo,Japan,10:00 PM,Incheon International,Seoul,South Korea,4.94
AA7069,American Airlines,John F. Kennedy International,New York,USA,11:19 AM,Cape Town International,Cape Town,South Africa,15.23
AI3818,Air India,Indira Gandhi International,Delhi,India,3:32 PM,Chhatrapati Shivaji International,Mumbai,India,11.44
SQ9432,Singapore Airlines,Changi,Singapore,Singapore,10:17 PM,Beijing Capital International,Beijing,China,12.48
AZ2082,Alitalia,Leonardo da Vinci International,Rome,Italy,1:54 AM,Frankfurt Airport,Frankfurt,Germany,1.99
AM3850,Aeroméxico,Benito Juárez International,Mexico City,Mexico,1:31 AM,O'Hare International,Chicago,USA,23.87
QF2099,Qantas,Sydney Airport,Sydney,Australia,9:08 PM,Melbourne Airport,Melbourne,Australia,22.02
AV2802,Avianca,El Dorado International,Bogotá,Colombia,2:46 AM,Dallas/Fort Worth International,Dallas,USA,13.97
TG8972,Thai Airways,Suvarnabhumi,Bangkok,Thailand,12:33 AM,Changi,Singapore,Singapore,11.65
KE9018,Korean Air,Incheon International,Seoul,South Korea,9:16 AM,Haneda,Tokyo,Japan,15.8
AC7203,Air Canada,Toronto Pearson,Toronto,Canada,10:11 PM,Hamad International,Doha,Qatar,11.46
QR2822,Qatar Airways,Hamad International,Doha,Qatar,6:28 PM,Bole International,Addis Ababa,Ethiopia,5.12
TG3624,Thai Airways,Suvarnabhumi,Bangkok,Thailand,5:14 AM,Beijing Capital International,Beijing,China,5.31
AA8683,American Airlines,John F. Kennedy International,New York,USA,8:37 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,22.81
QR9262,Qatar Airways,Hamad International,Doha,Qatar,7:52 PM,Bole International,Addis Ababa,Ethiopia,1.98
NH9612,All Nippon Airways,Haneda,Tokyo,Japan,4:29 AM,Incheon International,Seoul,South Korea,13.46
KL5799,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,1:12 AM,Munich Airport,Munich,Germany,15.67
TG3895,Thai Airways,Suvarnabhumi,Bangkok,Thailand,8:33 PM,Beijing Capital International,Beijing,China,1.87
LA2023,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,9:59 AM,Ministro Pistarini International,Buenos Aires,Argentina,4.74
BA8723,British Airways,Heathrow,London,UK,11:02 PM,Charles de Gaulle,Paris,France,14.6
AI8874,Air India,Indira Gandhi International,Delhi,India,1:46 PM,Chhatrapati Shivaji International,Mumbai,India,12.67
TG5589,Thai Airways,Suvarnabhumi,Bangkok,Thailand,12:50 PM,Changi,Singapore,Singapore,1.62
KL5305,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,11:22 AM,Charles de Gaulle,Paris,France,9.17
CX5881,Cathay Pacific,Hong Kong International,Hong Kong,China,4:07 PM,Changi,Singapore,Singapore,6.09
AZ3269,Alitalia,Leonardo da Vinci International,Rome,Italy,4:35 PM,Charles de Gaulle,Paris,France,16.33
AI2527,Air India,Indira Gandhi International,Delhi,India,9:48 PM,Chhatrapati Shivaji International,Mumbai,India,18.63
ET4158,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,12:58 PM,Hamad International,Doha,Qatar,16.35
AZ5827,Alitalia,Leonardo da Vinci International,Rome,Italy,11:08 AM,Charles de Gaulle,Paris,France,13.39
EK6651,Emirates,Dubai International,Dubai,UAE,8:38 AM,Vienna International,Vienna,Austria,13.7
WN8883,Southwest Airlines,Los Angeles International,Los Angeles,USA,11:27 PM,Chhatrapati Shivaji International,Mumbai,India,13.59
LA1124,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,4:44 AM,Ministro Pistarini International,Buenos Aires,Argentina,12.79
UA1618,United Airlines,Los Angeles International,Los Angeles,USA,5:30 AM,San Francisco International,San Francisco,USA,14.78
BA7701,British Airways,Heathrow,London,UK,12:12 PM,São Paulo/Guarulhos International,São Paulo,Brazil,1.21
AV9484,Avianca,El Dorado International,Bogotá,Colombia,8:22 AM,O'Hare International,Chicago,USA,20.61
KL8781,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,5:41 PM,Charles de Gaulle,Paris,France,6.57
LA6997,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,2:22 AM,Ministro Pistarini International,Buenos Aires,Argentina,12.6
LH4339,Lufthansa,Frankfurt Airport,Frankfurt,Germany,1:28 PM,Charles de Gaulle,Paris,France,10.35
LA3165,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,1:51 PM,Ministro Pistarini International,Buenos Aires,Argentina,14.27
UA8934,United Airlines,Los Angeles International,Los Angeles,USA,10:38 PM,San Francisco International,San Francisco,USA,22.18
AM9862,Aeroméxico,Benito Juárez International,Mexico City,Mexico,8:45 PM,Dallas/Fort Worth International,Dallas,USA,16.17
DL2537,Delta Air Lines,John F. Kennedy International,New York,USA,3:01 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,3.57
KE6091,Korean Air,Incheon International,Seoul,South Korea,12:53 AM,Amsterdam Airport Schiphol,Amsterdam,Netherlands,16.76
SA5492,South African Airways,O.R. Tambo International,Johannesburg,South Africa,1:37 AM,Bole International,Addis Ababa,Ethiopia,9.7
ET8142,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,6:46 AM,Chhatrapati Shivaji International,Mumbai,India,18.76
AA4011,American Airlines,John F. Kennedy International,New York,USA,10:08 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,8.35
QF3279,Qantas,Sydney Airport,Sydney,Australia,10:55 PM,Beijing Capital International,Beijing,China,14.59
AA6725,American Airlines,John F. Kennedy International,New York,USA,6:03 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,3.52
AF7295,Air France,Charles de Gaulle,Paris,France,4:04 PM,Suvarnabhumi,Bangkok,Thailand,1.2
WN8753,Southwest Airlines,Los Angeles International,Los Angeles,USA,8:01 AM,Seattle-Tacoma International,Seattle,USA,23.31
SK5172,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,1:39 AM,Charles de Gaulle,Paris,France,9.9
EK2645,Emirates,Dubai International,Dubai,UAE,3:21 PM,Chhatrapati Shivaji International,Mumbai,India,9.84
NH3235,All Nippon Airways,Haneda,Tokyo,Japan,7:40 AM,Cape Town International,Cape Town,South Africa,4.91
ET9925,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,8:33 PM,Hamad International,Doha,Qatar,12.48
LA4303,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,10:35 AM,Ministro Pistarini International,Buenos Aires,Argentina,7.0
KL4801,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,4:44 AM,Charles de Gaulle,Paris,France,15.6
CX7552,Cathay Pacific,Hong Kong International,Hong Kong,China,6:22 PM,Changi,Singapore,Singapore,23.11
NZ2679,Air New Zealand,Auckland Airport,Auckland,New Zealand,1:09 AM,Sydney Airport,Sydney,Australia,12.28
EK4555,Emirates,Dubai International,Dubai,UAE,1:36 PM,Hamad International,Doha,Qatar,5.37
EK2062,Emirates,Dubai International,Dubai,UAE,3:08 PM,Hamad International,Doha,Qatar,13.06
QF3876,Qantas,Sydney Airport,Sydney,Australia,8:44 AM,Melbourne Airport,Melbourne,Australia,6.8
AM4377,Aeroméxico,Benito Juárez International,Mexico City,Mexico,10:02 PM,O'Hare International,Chicago,USA,4.61
LA8596,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,2:50 AM,Ministro Pistarini International,Buenos Aires,Argentina,21.52
QR7515,Qatar Airways,Hamad International,Doha,Qatar,11:10 PM,Bole International,Addis Ababa,Ethiopia,14.41
LA9709,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,10:45 PM,Ministro Pistarini International,Buenos Aires,Argentina,7.03
KE6811,Korean Air,Incheon International,Seoul,South Korea,6:16 AM,Haneda,Tokyo,Japan,2.54
SK4116,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,3:45 PM,Charles de Gaulle,Paris,France,20.19
NH7905,All Nippon Airways,Haneda,Tokyo,Japan,1:56 AM,Hong Kong International,Hong Kong,China,19.13
ET7435,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,9:11 PM,Hamad International,Doha,Qatar,2.85
NZ5050,Air New Zealand,Auckland Airport,Auckland,New Zealand,8:40 PM,Haneda,Tokyo,Japan,15.48
AI8209,Air India,Indira Gandhi International,Delhi,India,3:15 AM,Chhatrapati Shivaji International,Mumbai,India,4.35
SA4500,South African Airways,O.R. Tambo International,Johannesburg,South Africa,1:10 AM,Stockholm Arlanda,Stockholm,Sweden,11.4
AI6348,Air India,Indira Gandhi International,Delhi,India,4:28 AM,Chhatrapati Shivaji International,Mumbai,India,3.89
TG1620,Thai Airways,Suvarnabhumi,Bangkok,Thailand,7:13 AM,Hong Kong International,Hong Kong,China,6.46
WN2998,Southwest Airlines,Los Angeles International,Los Angeles,USA,11:52 PM,San Francisco International,San Francisco,USA,5.04
LA5725,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,5:58 AM,Denver International,Denver,USA,14.14
AV9554,Avianca,El Dorado International,Bogotá,Colombia,6:52 PM,O'Hare International,Chicago,USA,22.03
KL3479,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,9:28 AM,Charles de Gaulle,Paris,France,19.78
KE3828,Korean Air,Incheon International,Seoul,South Korea,7:00 AM,Haneda,Tokyo,Japan,20.94
SA8516,South African Airways,O.R. Tambo International,Johannesburg,South Africa,7:48 PM,Charles de Gaulle,Paris,France,7.19
AF3357,Air France,Charles de Gaulle,Paris,France,3:18 AM,Cape Town International,Cape Town,South Africa,3.87
CX9614,Cathay Pacific,Hong Kong International,Hong Kong,China,8:06 PM,Changi,Singapore,Singapore,16.42
SQ3273,Singapore Airlines,Changi,Singapore,Singapore,7:32 AM,Chhatrapati Shivaji International,Mumbai,India,7.67
LA4303,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,2:12 AM,Ministro Pistarini International,Buenos Aires,Argentina,7.61
AC2870,Air Canada,Toronto Pearson,Toronto,Canada,4:36 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,1.35
DL4294,Delta Air Lines,John F. Kennedy International,New York,USA,12:59 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,15.01
BA4142,British Airways,Heathrow,London,UK,7:48 PM,Charles de Gaulle,Paris,France,20.37
QF6243,Qantas,Sydney Airport,Sydney,Australia,11:32 PM,Melbourne Airport,Melbourne,Australia,3.31
QR4473,Qatar Airways,Hamad International,Doha,Qatar,12:56 AM,Bole International,Addis Ababa,Ethiopia,20.06
LH3940,Lufthansa,Frankfurt Airport,Frankfurt,Germany,3:33 PM,Charles de Gaulle,Paris,France,4.02
KE2298,Korean Air,Incheon International,Seoul,South Korea,5:55 PM,Chhatrapati Shivaji International,Mumbai,India,19.01
KL2216,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,6:42 AM,Charles de Gaulle,Paris,France,21.67
NH4775,All Nippon Airways,Haneda,Tokyo,Japan,2:19 AM,Amsterdam Airport Schiphol,Amsterdam,Netherlands,2.1
AZ2434,Alitalia,Leonardo da Vinci International,Rome,Italy,3:52 PM,Adolfo Suárez Madrid–Barajas,Madrid,Spain,10.59
NH8056,All Nippon Airways,Haneda,Tokyo,Japan,12:01 PM,Changi,Singapore,Singapore,1.63
AI4924,Air India,Indira Gandhi International,Delhi,India,4:16 PM,Chhatrapati Shivaji International,Mumbai,India,18.99
NZ3861,Air New Zealand,Auckland Airport,Auckland,New Zealand,5:23 AM,Sydney Airport,Sydney,Australia,9.08
CX9238,Cathay Pacific,Hong Kong International,Hong Kong,China,7:59 AM,Logan International,Boston,USA,2.89
KL7515,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,2:37 AM,Charles de Gaulle,Paris,France,2.24
IB4351,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,12:07 PM,Cairo International,Cairo,Egypt,11.66
ET6494,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,2:01 AM,Hamad International,Doha,Qatar,14.97
AM3867,Aeroméxico,Benito Juárez International,Mexico City,Mexico,10:04 AM,O'Hare International,Chicago,USA,19.28
SQ1305,Singapore Airlines,Changi,Singapore,Singapore,5:07 PM,Beijing Capital International,Beijing,China,1.26
AZ3806,Alitalia,Leonardo da Vinci International,Rome,Italy,9:33 PM,Charles de Gaulle,Paris,France,22.89
NZ9821,Air New Zealand,Auckland Airport,Auckland,New Zealand,5:20 AM,Sydney Airport,Sydney,Australia,23.46
AA7865,American Airlines,John F. Kennedy International,New York,USA,4:09 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,13.13
TG5210,Thai Airways,Suvarnabhumi,Bangkok,Thailand,3:16 PM,Beijing Capital International,Beijing,China,12.08
ET5032,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,1:13 AM,Hamad International,Doha,Qatar,3.67
QR4230,Qatar Airways,Hamad International,Doha,Qatar,12:52 AM,Bole International,Addis Ababa,Ethiopia,16.39
TG7442,Thai Airways,Suvarnabhumi,Bangkok,Thailand,11:34 PM,Changi,Singapore,Singapore,17.37
KE7832,Korean Air,Incheon International,Seoul,South Korea,8:46 PM,Haneda,Tokyo,Japan,15.82
UA1148,United Airlines,Los Angeles International,Los Angeles,USA,2:09 AM,Dallas/Fort Worth International,Dallas,USA,6.59
KE2503,Korean Air,Incheon International,Seoul,South Korea,7:33 AM,Haneda,Tokyo,Japan,18.96
EK5091,Emirates,Dubai International,Dubai,UAE,9:30 AM,Hamad International,Doha,Qatar,21.43
DL8321,Delta Air Lines,John F. Kennedy International,New York,USA,12:33 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,8.94
BA7496,British Airways,Heathrow,London,UK,10:18 AM,Vienna International,Vienna,Austria,7.7
KE5551,Korean Air,Incheon International,Seoul,South Korea,11:20 AM,Kuala Lumpur International,Kuala Lumpur,Malaysia,18.16
AV2432,Avianca,El Dorado International,Bogotá,Colombia,11:13 PM,O'Hare International,Chicago,USA,4.01
SK1308,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,4:01 AM,Charles de Gaulle,Paris,France,12.25
SK1975,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,1:54 AM,Frankfurt Airport,Frankfurt,Germany,17.8
QF3865,Qantas,Sydney Airport,Sydney,Australia,3:26 AM,Melbourne Airport,Melbourne,Australia,14.0
AZ2894,Alitalia,Leonardo da Vinci International,Rome,Italy,6:00 AM,Copenhagen Airport,Copenhagen,Denmark,16.9
AV7071,Avianca,El Dorado International,Bogotá,Colombia,6:54 PM,O'Hare International,Chicago,USA,15.18
NH8235,All Nippon Airways,Haneda,Tokyo,Japan,1:01 PM,Incheon International,Seoul,South Korea,23.06
LH3929,Lufthansa,Frankfurt Airport,Frankfurt,Germany,11:21 PM,Munich Airport,Munich,Germany,18.58
QR4230,Qatar Airways,Hamad International,Doha,Qatar,6:05 PM,Bole International,Addis Ababa,Ethiopia,9.69
WN2219,Southwest Airlines,Los Angeles International,Los Angeles,USA,11:53 AM,San Francisco International,San Francisco,USA,21.55
AF9987,Air France,Charles de Gaulle,Paris,France,10:15 PM,Arturo Merino Benítez International,Santiago,Chile,9.88
AF6875,Air France,Charles de Gaulle,Paris,France,2:56 PM,Melbourne Airport,Melbourne,Australia,9.24
UA5079,United Airlines,Los Angeles International,Los Angeles,USA,8:22 PM,San Francisco International,San Francisco,USA,20.64
LA2404,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,12:07 PM,Ministro Pistarini International,Buenos Aires,Argentina,19.5
CX7596,Cathay Pacific,Hong Kong International,Hong Kong,China,6:02 PM,Leonardo da Vinci International,Rome,Italy,16.7
QF9271,Qantas,Sydney Airport,Sydney,Australia,10:07 AM,Melbourne Airport,Melbourne,Australia,3.3
ET5802,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,9:24 AM,Hamad International,Doha,Qatar,19.55
AI5467,Air India,Indira Gandhi International,Delhi,India,2:18 AM,Incheon International,Seoul,South Korea,22.85
SA3946,South African Airways,O.R. Tambo International,Johannesburg,South Africa,9:36 AM,Charles de Gaulle,Paris,France,11.1
AV3765,Avianca,El Dorado International,Bogotá,Colombia,3:57 AM,O'Hare International,Chicago,USA,6.39
AV2754,Avianca,El Dorado International,Bogotá,Colombia,6:17 AM,O'Hare International,Chicago,USA,21.75
AC6500,Air Canada,Toronto Pearson,Toronto,Canada,1:27 AM,John F. Kennedy International,New York,USA,14.28
ET7697,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,9:18 PM,Hamad International,Doha,Qatar,8.37
KE9706,Korean Air,Incheon International,Seoul,South Korea,2:14 PM,Haneda,Tokyo,Japan,9.43
TG9561,Thai Airways,Suvarnabhumi,Bangkok,Thailand,1:17 AM,Changi,Singapore,Singapore,10.07
SA8121,South African Airways,O.R. Tambo International,Johannesburg,South Africa,2:07 AM,Charles de Gaulle,Paris,France,17.37
KE3649,Korean Air,Incheon International,Seoul,South Korea,3:47 AM,Haneda,Tokyo,Japan,8.77
SK2755,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,10:14 PM,Charles de Gaulle,Paris,France,4.34
AI7401,Air India,Indira Gandhi International,Delhi,India,12:20 PM,Suvarnabhumi,Bangkok,Thailand,21.7
NZ7965,Air New Zealand,Auckland Airport,Auckland,New Zealand,9:03 PM,Sydney Airport,Sydney,Australia,11.67
AM7742,Aeroméxico,Benito Juárez International,Mexico City,Mexico,1:08 PM,O'Hare International,Chicago,USA,7.86
DL9163,Delta Air Lines,John F. Kennedy International,New York,USA,2:43 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,16.03
SK1460,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,9:39 PM,Charles de Gaulle,Paris,France,13.89
AC9487,Air Canada,Toronto Pearson,Toronto,Canada,2:43 AM,John F. Kennedy International,New York,USA,2.15
NH4207,All Nippon Airways,Haneda,Tokyo,Japan,11:34 AM,Incheon International,Seoul,South Korea,11.9
QF1344,Qantas,Sydney Airport,Sydney,Australia,4:52 PM,Melbourne Airport,Melbourne,Australia,22.81
EK7539,Emirates,Dubai International,Dubai,UAE,8:01 PM,Hamad International,Doha,Qatar,8.85
AA7774,American Airlines,John F. Kennedy International,New York,USA,7:27 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,18.58
SK4238,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,7:58 AM,Charles de Gaulle,Paris,France,23.71
LA8264,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,3:00 AM,Ministro Pistarini International,Buenos Aires,Argentina,21.19
AV8676,Avianca,El Dorado International,Bogotá,Colombia,5:56 AM,O'Hare International,Chicago,USA,22.87
SA2908,South African Airways,O.R. Tambo International,Johannesburg,South Africa,3:12 AM,Charles de Gaulle,Paris,France,16.51
AZ7290,Alitalia,Leonardo da Vinci International,Rome,Italy,6:13 PM,Charles de Gaulle,Paris,France,14.44
SK4886,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,3:41 PM,Charles de Gaulle,Paris,France,16.6
QF2874,Qantas,Sydney Airport,Sydney,Australia,3:12 AM,Melbourne Airport,Melbourne,Australia,7.7
ET2308,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,7:39 AM,Hamad International,Doha,Qatar,20.43
SQ8804,Singapore Airlines,Changi,Singapore,Singapore,5:22 PM,Beijing Capital International,Beijing,China,1.07
WN2544,Southwest Airlines,Los Angeles International,Los Angeles,USA,4:13 PM,San Francisco International,San Francisco,USA,5.47
NH7162,All Nippon Airways,Haneda,Tokyo,Japan,9:15 PM,Jomo Kenyatta International,Nairobi,Kenya,11.86
DL1921,Delta Air Lines,John F. Kennedy International,New York,USA,9:12 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,11.0
NZ5791,Air New Zealand,Auckland Airport,Auckland,New Zealand,6:06 PM,Toronto Pearson,Toronto,Canada,7.23
AI3155,Air India,Indira Gandhi International,Delhi,India,3:09 PM,Chhatrapati Shivaji International,Mumbai,India,4.97
KL3748,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,11:00 PM,San Francisco International,San Francisco,USA,16.99
NZ4290,Air New Zealand,Auckland Airport,Auckland,New Zealand,6:53 PM,Sydney Airport,Sydney,Australia,4.25
AF2120,Air France,Charles de Gaulle,Paris,France,10:57 PM,Frankfurt Airport,Frankfurt,Germany,8.52
AA6088,American Airlines,John F. Kennedy International,New York,USA,2:20 PM,Toronto Pearson,Toronto,Canada,6.09
SK7810,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,9:29 PM,Ministro Pistarini International,Buenos Aires,Argentina,6.38
QR3479,Qatar Airways,Hamad International,Doha,Qatar,3:47 AM,Bole International,Addis Ababa,Ethiopia,8.71
AA9403,American Airlines,John F. Kennedy International,New York,USA,2:25 PM,Arturo Merino Benítez International,Santiago,Chile,12.69
SK9722,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,5:00 AM,Charles de Gaulle,Paris,France,9.78
AA7542,American Airlines,John F. Kennedy International,New York,USA,5:59 AM,Toronto Pearson,Toronto,Canada,16.57
AZ9301,Alitalia,Leonardo da Vinci International,Rome,Italy,5:55 PM,Charles de Gaulle,Paris,France,23.24
AF5181,Air France,Charles de Gaulle,Paris,France,7:28 PM,Frankfurt Airport,Frankfurt,Germany,10.19
WN7709,Southwest Airlines,Los Angeles International,Los Angeles,USA,8:30 PM,San Francisco International,San Francisco,USA,4.05
BA9450,British Airways,Heathrow,London,UK,10:04 PM,Charles de Gaulle,Paris,France,3.01
AI1534,Air India,Indira Gandhi International,Delhi,India,9:05 AM,Chhatrapati Shivaji International,Mumbai,India,18.58
LH5166,Lufthansa,Frankfurt Airport,Frankfurt,Germany,4:23 AM,Charles de Gaulle,Paris,France,10.68
QF1138,Qantas,Sydney Airport,Sydney,Australia,7:13 AM,Leonardo da Vinci International,Rome,Italy,14.5
NZ5122,Air New Zealand,Auckland Airport,Auckland,New Zealand,4:01 AM,Sydney Airport,Sydney,Australia,9.03
AV8998,Avianca,El Dorado International,Bogotá,Colombia,7:53 AM,O'Hare International,Chicago,USA,2.47
QR8923,Qatar Airways,Hamad International,Doha,Qatar,1:15 AM,Bole International,Addis Ababa,Ethiopia,9.62
SK2386,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,10:38 PM,Charles de Gaulle,Paris,France,11.57
LH8791,Lufthansa,Frankfurt Airport,Frankfurt,Germany,7:58 AM,Charles de Gaulle,Paris,France,21.74
UA7283,United Airlines,Los Angeles International,Los Angeles,USA,9:09 AM,San Francisco International,San Francisco,USA,1.92
ET6407,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,3:38 AM,Hamad International,Doha,Qatar,4.29
AM8660,Aeroméxico,Benito Juárez International,Mexico City,Mexico,3:08 AM,O'Hare International,Chicago,USA,9.0
ET7552,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,12:26 PM,Hamad International,Doha,Qatar,22.31
ET3331,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,11:38 PM,Hamad International,Doha,Qatar,9.21
QR6498,Qatar Airways,Hamad International,Doha,Qatar,2:53 AM,Bole International,Addis Ababa,Ethiopia,20.83
BA9450,British Airways,Heathrow,London,UK,11:55 PM,Charles de Gaulle,Paris,France,9.08
TG9132,Thai Airways,Suvarnabhumi,Bangkok,Thailand,5:59 AM,Changi,Singapore,Singapore,4.23
IB6191,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,2:59 AM,Charles de Gaulle,Paris,France,16.49
LA2012,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,1:46 PM,Ministro Pistarini International,Buenos Aires,Argentina,17.5
QR4142,Qatar Airways,Hamad International,Doha,Qatar,1:40 AM,Jomo Kenyatta International,Nairobi,Kenya,2.45
SK5172,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,1:15 AM,Charles de Gaulle,Paris,France,22.25
KL4860,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,7:48 AM,Charles de Gaulle,Paris,France,1.75
KE1926,Korean Air,Incheon International,Seoul,South Korea,8:58 PM,Haneda,Tokyo,Japan,11.75
AZ1933,Alitalia,Leonardo da Vinci International,Rome,Italy,8:55 AM,Indira Gandhi International,Delhi,India,9.61
ET8518,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,3:55 AM,Hamad International,Doha,Qatar,4.9
NZ6009,Air New Zealand,Auckland Airport,Auckland,New Zealand,4:31 PM,Haneda,Tokyo,Japan,4.78
BA5073,British Airways,Heathrow,London,UK,4:47 AM,Charles de Gaulle,Paris,France,9.09
WN4981,Southwest Airlines,Los Angeles International,Los Angeles,USA,9:36 AM,San Francisco International,San Francisco,USA,17.41
LA9647,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,7:12 AM,Cape Town International,Cape Town,South Africa,11.23
CX5205,Cathay Pacific,Hong Kong International,Hong Kong,China,4:20 PM,Dallas/Fort Worth International,Dallas,USA,8.1
AZ6818,Alitalia,Leonardo da Vinci International,Rome,Italy,6:40 AM,Charles de Gaulle,Paris,France,7.17
AI5591,Air India,Indira Gandhi International,Delhi,India,1:02 AM,Chhatrapati Shivaji International,Mumbai,India,20.35
QR7618,Qatar Airways,Hamad International,Doha,Qatar,6:10 PM,Bole International,Addis Ababa,Ethiopia,6.09
QR2730,Qatar Airways,Hamad International,Doha,Qatar,6:29 PM,Bole International,Addis Ababa,Ethiopia,10.06
QR3556,Qatar Airways,Hamad International,Doha,Qatar,12:36 AM,Miami International,Miami,USA,19.37
QF4447,Qantas,Sydney Airport,Sydney,Australia,9:14 PM,Melbourne Airport,Melbourne,Australia,7.7
LA3834,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,8:31 PM,Ministro Pistarini International,Buenos Aires,Argentina,11.15
SA4236,South African Airways,O.R. Tambo International,Johannesburg,South Africa,2:01 PM,Charles de Gaulle,Paris,France,12.76
AA3897,American Airlines,John F. Kennedy International,New York,USA,8:52 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,16.53
KL6096,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,8:26 AM,Charles de Gaulle,Paris,France,5.07
UA7050,United Airlines,Los Angeles International,Los Angeles,USA,2:53 PM,San Francisco International,San Francisco,USA,4.77
UA7048,United Airlines,Los Angeles International,Los Angeles,USA,7:56 AM,Stockholm Arlanda,Stockholm,Sweden,19.01
IB3890,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,7:29 AM,Charles de Gaulle,Paris,France,17.62
AZ1674,Alitalia,Leonardo da Vinci International,Rome,Italy,10:56 PM,Charles de Gaulle,Paris,France,6.09
AF3446,Air France,Charles de Gaulle,Paris,France,7:51 PM,Adolfo Suárez Madrid–Barajas,Madrid,Spain,23.9
AV1794,Avianca,El Dorado International,Bogotá,Colombia,5:38 PM,Leonardo da Vinci International,Rome,Italy,18.61
SK4469,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,7:54 AM,Charles de Gaulle,Paris,France,19.94
